,source,text_norm
3727,__label__mchsgov,созвездиемужество мчс мчсроссия ><>ть рамка ix всероссийский фестиваль тематика безопасность спасение человек созвездие мужество регион страна подразделение мчс россия продолжать подводить итог конкурс профессиональный мастерство ><>лучший психолог мчс забайкальский край 2017 год признать ирина сухоржевская.<><>он мечтать помогать человек это стремление ирина смочь воплотить жизнь прийти служба спасательный ведомство регион сегодня мыслить сложный интересный работа психолог-спасатель ><>ирин помнить спасти она человек девушка говорить являться хороший мотиватор продолжение служба ><>«понимание благодаря твой работа земля продолжать жить десятка человек помогать преодолевать трудность стремиться новый достижение говорить ирина
1433,__label__mil,экипаж ударный вертолёт ми-8амтша ми-35м ка-52 южный военный округа учиться применять новый тактика устройство засада который расширять возможность армейский авиация позволять эффективно противодействовать высокомобильный противник  >вертолётный пара размещаться замаскированный площадка лесной массив прорыв условный противник взлетать укрытие поражать цель ракетно-пушечный вооружение  >переть заход объект из-за естественный укрытие лесной массив экипаж применять ракетно-пушечный вооружение цель удаление 500 метр 5 километр число предельно малое высота сразу окончание стрельба прикрытие следом идти борт вертолёт вновь занимать укрытие  >#минобороны юво вертолёт боеваяподготовка
10223,__label__mospolice,мвд петровка38 полиция поздравление 23февраль праздник
2793,__label__mil,национальный центр управление оборона рф нцуо состояться встреча руководство военный ведомство представитель управление генеральный инспектор минобороны  >ный встреча присутствовать статс-секретарь заместитель министр оборона николай панк заместитель глава военный ведомство генерал армия дмитрий булгаков татьяна шевцов начальник главный управление кадр генерал-полковник виктор горемыкин начальник главный управление работа личный состав полковник михаил барышев представитель профильный главный управление департамент военный ведомство также заслужить военачальник  >ный встреча обсуждаться вопрос строительство развитие вооружённый сила российский федерация совершенствование система социальный поддержка военнослужащий военный пенсионер член семья открывать мероприятие николай панк поблагодарить заслужить военачальник внимание который уделять вооружённый сила россия воспитание молодой поколение защитник отечество поручение министр оборона вручить государственный награда  >орден почёт удостоить генерал армия константин якуб почётный грамота президент российский федерация вручить генерал армия игорь пузанов
858,__label__mil,вмф быть заложить малое гидрографический судно проект 19910 большой гидрографический катер проект 19920  >судный проект 19910 оснастить самый современный оборудование гидрографический исследование морской район предназначить обслуживание средство навигационный оборудование доставка груз необорудованный побережье выполнение исследование помощь многолучевой эхолот судно иметь усиленный ледовый класс также смочь выполнять задача условие глубокий море мелководье  >больший гидрографический катер проект 19920 обладать широкий возможность гидрографический исследование морской дно вода обслуживание береговой объект система навигационно-гидрографический обеспечение деятельность вмф  >#вмф гидрографическаяслужба
9394,__label__mospolice,район ивановский сотрудник полиция изъять около 100 грамм гашиша<><>сотрудник уголовный розыск омвд россия район ивановский ход оперативно-розыскной мероприятие задержать 27-летний житель столица подозрение незаконный хранение наркотический средство  >переть досмотр автомашина задержать сотрудник полиция обнаружить изъять брикет вещество неизвестный происхождение исследование установить изъять материал являться наркотический средство гашиш общий масса около 100 грамм  >следственный управление увд вао гу мвд россия год москва возбудить уголовный дело признак преступление предусмотренный ст 228 ук рф незаконный приобретение хранение перевозка изготовление переработка наркотический средство психотропный вещество аналог также незаконный приобретение хранение перевозка растение содержимый наркотический средство психотропный вещество либо часть содержимый наркотический средство психотропный вещество подозревать задержать порядок ст 91 упк рф.<><>#мвдроссия петровка38 полиция новость наркотик
9733,__label__mospolice,21 июнь день образование кинологический подразделение мвдроссия ><>сегодний орган внутренний дело российский федерация функционировать 320 кинологический группа 188 центр кинологический служба 14 тысяча сотрудник выходить служба сопровождение верный питомец фактически выезд сотрудник полиция место происшествие обходиться участие специалист-кинолог служебный собака >служебный собака использоваться досмотр транспортный средство поиск след оставить злоумышленник место преступление помогать выявление пресечение раскрытие преступление осуществлять поиск пропасть человек также патрулировать улица охранять важный объекты.только последний год участие специалист-кинологово служебный собака раскрытый 42 тысяча преступление  >справочный >21 июнь 1909 год город санктпетербург открыться один русский питомник дрессировка полицейский собака день принять считать днём рождение российский кинологический служба официально день кинологический подразделение мвд россия утвердить ведомственный приказ 2004 году.<>#полиция полицияроссия россия кинолог police russianpolice russia dog
10616,__label__mospolice,сотрудник мура раскрыть кража иномарка премиум-класс ><>сотрудник московский уголовный розыск силовой поддержка собрый федеральный служба войско национальный гвардия рф задержать двое участник группа подозревать кража иномарка премиум-класс оба фигурант житель столица 42 43 год  >онить задержать совершение преступление помощь специальный оборудование мужчина удаться похитить автомобиль марка инфинить который находиться парковка возле многоквартирный дом столичный район раменки затем установить машина государственный регистрационный знак другой автомобиль злоумышленник проследовать сопровождение дорогостоящий иномарка сторона носовихинский шоссе задержать  >ть ход проведение личный досмотр подозревать осмотр транспортный средство сотрудник полиция обнаружить изъять устройство подавление gsm gps сигнал приспособление взлом дверной замковый автомобиль комплект регистрационный знак другой государство полис осаго свидетельство регистрация различный машина  >по дать факт возбудить уголовный дело признак состав преступление предусмотренный ч.4 ст 158 ук рф кража отношение фигурант избрать мера пресечение вид заключение стража  >быть основание полагать причастный другой подобный преступление территория московский регион ранее дать гражданин судить свершение кража автомобиль настоящее время устанавливаться дополнительный эпизод преступный деятельность соучастник задержать также место хранение разукомплектование похитить транспортный средств.<><>#мвд петровка38 полиция новость раменки кража авто
5265,__label__mchsgov,уникальный трансконтинентальный экспедиция полюс холод соединять океан успешно завершить ><>спасатель якутский региональный отделение россоюзспас представитель российский географический общество впервые мир совершить сплав надувной лодка пройти речной путём тихий океан северный ледовитый океан.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/32843146
8626,__label__russianpost,сотрудник полиция западный округа поздравить днём победа участница великий отечественный войны<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 новость ветеран ветеранв вова поздравление зао
9952,__label__mospolice,начальник увд вао генерал-майор полиция игорь зиновьев наградить трое житель округа помощь полиция ><>ть актовый зал увд вао гу мвд россия год москва присутствие руководитель управление территориальный омвд начальник увд вао генерал-майор полиция игорь зиновьев наградить трое житель округа оказать помощь сотрудник полиция  >так неизвестный нанести несколько удар нож сотрудник патрульно-постовой служба полиция омвд россия год москва время несение последний служба задержать злоумышленник помочь очевидец галина очкин рафик саит  >ть район гольяново сотрудник уголовный розыск удаться задержать подозревать покушение убийство содействие очевидец сергей любич который увидеть побежалый нападать сообщить сотрудник полиция  >игорь зиновьев вручить галина очкин рафик саитов сергей любич благодарственный письмо ценный подарок также выразить благодарность участие укрепление правопорядок территория восточный округа столица проявить самоотверженность активный гражданский позицию.<><>#мвдроссия петровка38 полиция полицейский новость награждение общество
3155,__label__mchsgov,мчс мчсроссия ><>ть волгоградский область владимир пучок встретиться человек чей дом подтопить результат паводка.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33608908
2810,__label__mil,экипаж авиационный группа высокий пилотаж русский витязь стриж ход лту перебазироваться оперативный аэродром заступить боевой дежурство противовоздушный оборона  >ть ближний время лётчик самолёт су-30см миг-29 провести тренировка прикрытие боев порядок бомбардировочный авиационный полка атака истребитель условный противник воздух провести воздушный дуэль
3220,__label__mchsgov,памяткамчс мчс мчсроссии<><>правильный эксплуатация печь камин буржуйка
6788,__label__russianpost,"друг замечательный новость поклонник открытка почта россия завтра екатеринбург стартовать уральский открытый фестиваль российский кино целовать неделя несколько кинотеатр город быть показывать фильм конкурсный программа причём вход показ бесплатный самый главный честь мероприятие почта россия выпустить красивый почтовый открытка символика фестиваль любимый многий серия открытка осень 2016""!<><>ть день открытие фестиваль желающий смочь бесплатно получить открытка изображение почтовый ящик смокинг заполнить отправить приходить открытка ждать вас!<><>место проведение год екатеринбург ккт космос ул дзержинский дом 2<><>#почтароссия екатеринбург открытка postcards postcrossing посткроссинг"
8820,__label__mospolice,инспектор дпс северо-западный административный округа провести акция автоледи»<><>мный тёплый слово поздравление звучать преддверие самый первое весенний праздник международный женский день 8 март сотрудник отдельный батальон дпс гибдд совместно заместитель председатель общественный совет увд сзао гу мвд россия год москва максим иванов также решить оставаться сторона поздравить прекрасный участница дорожный движение это замечательный праздник  >акция название автоледи провести сотрудник гибдд сзао год москва канун международный женский день  >этим весенний морозный днём сотрудник гибдд общаться исключительно представительница прекрасный полый неважно управлять дама автомобиль прогуливаться пешком либо находиться салон транспортный средство качество пассажир  >один реакция любой водитель остановить инспектор дпс становиться поиск документ предъявлять проверка поэтому исключение автолюбительница именно реагировать взмах жезл приятно видеть изумление автоледи вместо привычный предъявить документ сотрудник дорожно-патрульный служба протягивать дама открытка цвета  >ть международный женский день весь участница дорожный движение дпс гибдд увд сзао гу мвд россия год москва желать прекрасный настроение безаварийный дорог!<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 8мартавкаждыйд 8март цветочныйпатруль цветыдляавтоледь
4659,__label__mchsgov,маленькаяспасеннаяжизнь мчс мчсроссия ><>дикать птица появиться 29 январь двор один дом улица кутузов город лениногорск республика татарстан сова который никак мочь взлететь из-за поломать крыло увидеть житель дом находка жилец сообщить еддс район ><>ный помощь травмированный испуганный устать птица прибыть спасатель зональный поисково-спасательный отряд 7 поисково-спасательный служба мчс республика татарстан обезопасить острый клюв коготь хищный птица спасатель облачиться боевой одежда пожарный 20 минута потребоваться сотрудник мчс аккуратно поймать сова рука защитить толстой перчатка ><>после пострадать птица передать ветеринар
4370,__label__mchsgov,ветераныв мчс мчсроссии<><>мария илья мочалкина ветеран вова отличник пожарный охраны.<>< мой задача входить обеспечить доведение распоряжение распорядительный трансформаторный подстанция боев расчёт лично вступать схватка огонь поскольку основной состав караул составлять женщина немощный старик вспоминать мария ильинична.<><>когда начаться великий отечественный война мария закончить семь класс прокормить помочь родитель стать разгружать вагон патрон военный снаряжение железнодорожный вокзале.<>с один день война тайком убегать родительский дом мальчишка девчонка рваться фронт военкомат отсылать юный защитник обратно пятнадцатилетний мария мочалкина хотеть война её взять причина возраст зато отправить учиться связист 1944-метр смышлёный деревенский девчонка приметить командир пожарный часть пригласить служба пожарный связной.<>об отдельный трудность тот пора мария мочалкина забыть сеять день например тот год аппарат защита орган дыхание время служилый смочить вода платок связь звено уйти огонь осуществляться помощь верёвка условный сигнал пожалуй самый запоминаться это пожарный автомобиль открытый оба сторона скамейка боевой расчета.<>мария илья разведка ходить сам принимать участие тушение крупный пожар жилой дом больший предприятие город морозный стужа жаркий погода неимоверно тяжёлый пожарный снаряжение наравне другой женщина бороться огненный стихия слабый половина порой ничуть уступать мужчинам.<><>«бывать зимой пожар обледенелый одежда примерзать сидение труд приходиться отдирать говорить
8541,__label__russianpost,цифра дня:<><>ежедневный почтовый отделение наш страна принимать 2 000 000 клиентов.<><>#цифры@russianpost
2370,__label__mil,рамка учение ксор одкб который проходить таджикистан дальний бомбардировщик ту-22м3 нанести бомбовый удар применение 250-килограммовый осколочный фугасный бомба условный цель район горный полигон харбмайдон  >бомбардировщик взлететь новосибирский авиабаза толмачево небо таджикистан сопровождать звено перехватчик миг-31
1220,__label__mil,тактический тренировка морской пехотинец тихоокеанский флот  >#минобороныроссия тоф морскаяпехота
3418,__label__mchsgov,мчс мчсроссия ><>спасатель дальневосточный поисково-спасательный отряд мчс россия эвакуировать десятка пострадавший рыбак бухта мелководный магаданский области.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33490577
2911,__label__mil,вечер активный фаза батальонный тактический учение межвидовой группировка сухопутный войско полигон солотить белгородский область
10512,__label__mospolice,олег баранов встретиться председатель общественный федерация гу мвд россия год москва вид спорт спартакиада мвд россия ><>«ответственность обеспечение общественный порядок безопасность столица наш страна накладывать отпечаток оперативно-служебный деятельность орган внутренний дело москва этот ответственность требовать должное физический психологический сила рамка сегодняшний встреча отметить наш успех спортивный жизнь столичный главка обсудить недоработка определимый задача предстоящий 2017 год этот слово начальник гу мвд россия год москва генерал-майор полиция олег баранов начать встреча председатель общественный федерация столичный главка вид спорт спартакиада мвд россия  >дать мероприятие стать очередной этап путь развитие служебно-прикладной вид спорт столичный полиция 29 май 2015 год гу мвд россия год москва создать 15 общественный федерация вид спорт спартакиада мвд россия председатель являться руководитель подразделение столичный полиция москомспорт общество динамо который эффективно участвовать решение поставить руководство главный управление задача  >з непродолжительный срок работа общественный формирование удаться добиться качественный изменение организация подготовка сотрудник соревнование сказаться конечный результат спартакиада мвд россия 2014 4 место 2015 2 место 2016 1 место главный управление мвд россия город москва ежегодно принимать участие соревнование спартакиада министерство внутренний дело российский федерация  >«вый многое достижение такой результат стать возможный благодаря проводить совместный председатель общественный федерация планомерный работа выявление наиболее подготовить сотрудник-спортсмен подчеркнуть олег баранов многие председатель общественный федерация использовать свой профессиональный административный потенциал считаться личный время способствовать качественный своевременный подготовка сборный команда  >ть завершение встреча олег баранов вручить руководитель общественный федерация почётный грамота благодарность пожелать успех дальнейший большой работа становление новый система организация спорт столичный полиции.<><>#мвд петровка38 полиция спорт спартакиада
8497,__label__russianpost,почтовый вести!<><>подписный тариф первое полугодие 2014 год быть повышены.<><>1 сентябрь стартовать подписной кампания печатный издание первое полугодие 2014 год каждый желающий оформить отделение подписка тариф два полугодие 2013 года.<><>почта россия традиционно предоставлять 20 скидка стоимость услуга подписка доставка газета журнал ветеран участник великий отечественный война инвалид i ii групп.<><>такж специальный издание слепой слабовидящий человек доставляться бесплатно.<><>#новости@russianpost
3956,__label__mchsgov,буднимчс мчс мчсроссии<><>когда пожар использоваться сила средства.<>фото ольга семенов
4869,__label__mchsgov,владимир пучок команда мчс россия пользоваться заслужить авторитет один приходить помощь»<><>сегодний зал фундаментальный библиотека мгу м.в ломоносов состояться торжественный церемония награждение победитель viii всероссийский фестиваль тематика безопасность спасение человек созвездие мужества».<><>http://www.mchs.gov.ru/dop/info/smi/news/item/32998821
8455,__label__russianpost,традиционный почта современный электронный сервисы.<><>продолжать рассказывать почта другой страна который активно внедрять электронный услуга сегодня говорить почта швеции.<><>#интересно@russianpost
7541,__label__russianpost,друг 2015 год указ президент рф объявить год литература произведение наш соотечественник национальный достояние россия завтра обращение выходить почтовый марка посвятить это важный культурный событию.< >ный почтовый марка изобразить логотип год литературы-2015 который представлять себя профиль александр пушкин николай гоголь анна ахматов цвета российский флаг марка приобрести почтовый отделение ><>#марка годлитература
5095,__label__mchsgov,буднимчс ><>девушка агпс мчс россия >фото анастасий пермяков
2468,__label__mil,предшественник солнцепёк известный мир персонаж
8997,__label__mospolice,розыск пропасть вести хильк михаил владимировича<><>оур увд ювао гу мвд россия год москва разыскивать пропасть вести хильк михаил владимир житель смоленский область 1961 год рождение который 23 октябрь 2006 выйти автомобиль улица авиамоторный год москва находиться проездом настоящий время местонахождение неизвестно  >примета вид 45 год рост 175 сантиметр плотный телосложение волос тёмный глаз светлый  >быть одетый куртка-ветровка светло-серый брюки спортивный синий цвет рубашка болотный цвет ботинок чёрный кожаный  >особый примета левый ладонь большой палец шрам 6 сантиметр  >полиция просить кома что-либо известно местонахождение разыскивать сообщить телефон 8(495 657-65-65 8(495 376-66-66  >8(495 709-26-02 служба 102 мобильный телефонов-112).<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 розыск
8297,__label__russianpost,самый больший письмо мир являться пергамент длина 10 метр ширина 7 метр отправить персидский шах турецкий султан сулейман великолепный xvi век это послание храниться этнографический музей анкара тур ankara etnografya müzesi пальма первенство бороться письмо посвятить память первое президент оаэ написать студент университет шейх заеда это послание весить 160 килограмм длина 4 километр
1710,__label__mil,комиссия окружный этап конкурс медиа-ас-2018 продолжать принимать заявка участие конкурс средство массовый информация ><>жюри выбрать наиболее интересный документальный фильм телевизионный репортаж информационно-развлекательный проект военный военно-исторический патриотический тематика информационный материал фоторабота фоторепортаж публикация печатный электронный сми ><>ть конкурс иметь право принимать участие автор творческий коллектив опубликовать свой материал 2017 год положение четыре всероссийский фестиваль пресса медиа-ас-2018 также подробный условие участие он ознакомиться официальный сайт министерство оборона российский федерация ><>#миноборона медиаас2018
4994,__label__mchsgov,опросмчс<><>вый субъект российский федерация проходить месячник гражданский оборона цель который являться обучение различный категория население вопрос безопасность также отработка действие подразделение время учение тренировок.< >предлагать поучаствовать опрос проверить свой знание область гражданский оборона
5294,__label__mchsgov,руководство глава чрезвычайный ведомство состояться тематический селекторный совещание посвятить подготовка образовательный организация начало новое учебный год владимир пучок поручить обеспечить готовность образовательный заведение новый учебный год провести месячник безопасность детей.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/32834199
3287,__label__mchsgov,памяткамчс мчс мчсроссии<><>ести ваш автомобиль оказаться вода
809,__label__mil,миг-29уб авиационный группа высокий пилотаж стриж ход лту аэродром кубинка  >#лт вкс стриж
2004,__label__mil,ак-630 борт малое ракетный корабль каспийский флотилия >артиллерийский комплекс ак-630 являться средство оборона корабль использоваться поражение зенитный цель лёгкое надводный цель противника<><>#миноборона вмф каспийскаяфлотилия корабль
11295,__label__mospolice,москва задержать группа лицо подозрение похищение женщины<><>московский полиция задержать активный участник организовать группа который предварительный данные заниматься похищение человек незаконный водворение наркологический клиника столицы.<><>подробный https://petrovka38.ru/news/item/7879322<><>#петровка38 новость похищение
1226,__label__mil,боец мотострелковый подразделение вести огонь пулемёт калашников укрытие  >#минобороны мотострелка сухопутныевойско боеваяподготовка
6503,__label__russianpost,друг получить множество просьба провести розыгрыш открытка выпустить театральный фестиваль золотой маска 2017 торжественно объявлять сегодня начинать конкурс победитель который получить уникальный открытка ><>править простой участие необходимый подписаться наш группа сделать репост конкурсный пост забыть добавить хештег почтароссия режиссермоёпризвание комментарий репост проявить свой творческий способность представить режиссёр спектакль хотеть поставить театр придумать свой сюжет новый вариация классический спектакль рассказать главный персонаж идея ваш постановка ><>30 автор самый необычный история получить приз советовать поторопиться конкурс длиться 12:00 27 март желать весь удача вдохновение ><>#открытка postcards postcrossing посткроссинг
9539,__label__mospolice,южный округа полицейский вернуть жительница донской район медаль похитить злоумышленник ><>врио начальник увд юао полковник полиция дмитрий баранов вернуть жительница донской район медаль доблестный труд который похитить квартира женщина несколько день назад  >ть квартира один дом территория южный округа столица произойти квартирный кража ход проведение оперативно-розыскной мероприятие симферопольский бульвар сотрудник полиция задержать подозревать они оказаться 23-ха 24-летний житель москва московский область обыск место проживание злоумышленник сотрудник полиция обнаружить изъять многочисленный ювелирный украшение предмет похожий пистолет мобильный телефон фотоаппарат также медаль доблестный труд владелец изъять вещий установить  >ть торжественный обстановка медаль возвратить законный владелица ольга полегенький  >ть 2007 год префект юго-восточный административный округа столица наградить медаль доблестный труд ольга алексей год проработать департамент финансы год москва настоящее пример сотрудник государственный служба  >награда представлять материальный ценность отметить женщина этот медаль знак отличие признание работа который ольга полегенький отдать около 30 лет.<><>#мвдроссия петровка38 полиция новость донский медаль
677,__label__mil,министр оборона российский федерация генерал армия сергей шойгу глава военный ведомство эфиопия сирая фегет рамка vii московский конференция международный безопасность подписать соглашение сотрудничество область оборона  >сергей шойгу выразить уверенность соглашение придать дополнительный импульс развитие военный взаимодействие министерство оборона два страна отметить россия высоко ценить сбалансированный последовательный линия эфиопия международный арен лидерство африканский союз субрегиональный структура вклад миротворчество континент  >«надеяться самостоятельный внешнеполитический курс аддис-абеба способствовать рост международный авторитет эфиопия сказать глава российский военный ведомство  >по слово сергей шойгу российский федерация дорожить давний отношение эфиопия один ключевой партнёр россия африка  >«межда наш страна поддерживаться высокий уровень политический диалог основа принципиальный близость подход актуальный проблема современность убедить это проверить время партнёрство далёкий укрепляться интерес обеспечение мир стабильность сказать министр оборона россия  >«ть год 120-летие установление дипотношение россия эфиопия отметить сергей шойгу особо приятно отметить дружба взаимный симпатия два народ уходить корень глубь история зависеть политический конъюнктура  >глава российский военный ведомство поблагодарить делегация эфиопия участие vii московский конференция международный безопасность ><>#минобороныроссия mcis2018 шойгу эфиопия
